RK,TEAM,CONF,ADJ. EFF. OFF.,ADJ. EFF. DEF.,EFF. FG% OFF.,EFF. FG% DEF.,TURNOVER% OFF.,TURNOVER% DEF.,OFF. REB% OFF.,OFF. REB% DEF.,FT RATE OFF.,FT RATE DEF.,FT% OFF.,FT% DEF.,2P% OFF.,2P% DEF.,3P% OFF.,3P% DEF.
,,,287,159,254,65,304,113,104,92,60,317,318,260,176,49,330,130
255,Davidson,A10,105,100.2,48.9,49.4,16.3,17.2,26.1,27.8,33.5,32.8,72.9,68.4,50.8,49.5,30.7,32.8
,,,183,78,255,114,126,154,275,120,155,188,135,20,154,139,323,111
256,Alcorn St.,SWAC,105.5,116.3,48.9,55,17,17.2,33.4,30.6,37.4,36.6,71.6,73.1,48,54,34.2,37.5
,,,172,355,256,353,181,156,47,254,66,281,207,257,276,327,159,350
257,Tennessee St.,OVC,97.9,108.1,48.8,48.8,19.7,18.6,28.4,32,38.1,44.3,76.5,72.7,49.8,48.6,31.3,32.7
,,,308,228,257,83,327,77,192,316,50,348,31,228,206,96,303,107
258,Georgia Tech,ACC,108.4,103.8,48.7,49.2,17.7,12.8,31.6,28.5,29.2,31.6,70.9,73.9,48.6,49.5,32.6,32.6
,,,121,146,258,103,219,357,96,150,278,148,233,301,255,141,246,99
259,Western Michigan,MAC,98.1,111.3,48.7,50.9,19.7,15.5,33.7,29.6,31.5,31.5,62.3,72.1,48.4,50.8,32.8,34.1
,,,302,300,259,199,326,284,41,209,223,141,359,191,262,198,239,200
260,Sacramento St.,BSky,97.8,109.9,48.7,54.1,22.8,15.6,34.1,25.8,32.9,32.7,71.9,72.6,48.7,55.1,32.4,35
,,,311,269,260,337,359,280,31,52,174,185,193,226,251,346,254,258
261,Jacksonville,ASun,98.7,109.6,48.7,52.3,19.2,17.4,34.6,30.7,36.3,40.4,70.6,71.1,47.7,51.5,33.8,35.7
,,,291,259,261,279,317,146,28,262,87,328,251,128,284,233,183,299
262,Virginia 10,ACC,103.9,92.2,48.6,46.6,13,19.4,25.6,28.1,25.3,25.8,63.7,74.9,46.2,47.2,35.8,30.5
,,,209,5,262,19,4,45,288,137,346,25,354,331,322,50,70,18
263,Georgetown,BE,109.5,111,48.6,55.7,17.9,16.4,33.4,30.7,33.9,33.6,71.4,71.5,46.3,57.4,34.6,35.3
,,,103,287,263,358,238,219,46,263,147,209,220,148,321,360,143,275
264,Sam Houston St.,CUSA,105.8,102.1,48.6,49.8,18.8,19,32,27,34.7,37,72.1,68.7,46.5,50.5,35.1,32.5
,,,169,116,264,142,292,59,79,97,128,285,182,27,317,180,116,92
265,Long Beach St. 15,BW,105.1,107.5,48.5,51.1,17.1,18.3,33.2,29.4,37.8,32.3,70.8,72.4,49.3,49.9,30.9,35.1
,,,178,219,265,214,189,94,53,198,57,170,239,211,223,153,320,265
266,Georgia St.,SB,104.1,109.7,48.5,49.3,13.8,14.2,27.2,30.5,28.6,35.9,75.6,71,48.6,51.2,32.2,30.8
,,,203,263,266,111,12,326,243,253,293,265,47,116,254,218,269,27
267,Louisville,ACC,104.5,106.9,48.4,54.6,18.1,16.2,28.1,27.5,38.8,33.8,74.6,73.2,49.4,53.8,30.6,37.2
,,,191,208,267,350,253,241,203,109,37,215,77,261,219,320,324,348
268,Southeastern Louisiana,Slnd,97.8,109.8,48.4,51.3,20.9,17.3,30.7,30.3,35,30.2,74,73.1,46.6,52.2,34.1,33.4
,,,310,264,268,231,343,153,110,232,119,116,98,256,314,268,167,147
269,Southern Miss,SB,99.6,107,48.4,50.5,18.5,17.2,28.9,30.5,37.9,33,70.8,67.7,47.2,48.9,33.8,35.7
,,,278,211,269,183,283,159,172,250,53,190,238,9,295,106,184,300
270,Southern Utah,WAC,104.2,111.3,48.4,52.6,16.9,17,27.9,33,36.2,32.2,72.8,71.4,50.8,53,29.4,34.3
,,,197,305,270,294,179,168,212,334,90,169,143,141,158,299,341,221
271,UTSA,Amer,106.4,112.5,48.3,51.9,15.5,13.1,32,28.9,35,34.6,71.5,71.4,46.9,49.8,33.4,37
,,,155,324,271,257,77,352,78,175,120,237,211,142,309,151,205,340
272,William & Mary,CAA,99.8,112.5,48.3,52.2,16.3,14.4,27.4,29.1,31.9,34.9,69.8,74.5,48.6,52.5,32.1,34.5
,,,275,325,272,275,128,321,233,188,206,248,276,324,257,283,273,233
273,Incarnate Word,Slnd,95.3,114.9,48.2,51.8,21.7,15.1,30,30,37.1,40.7,72.3,71.2,48.3,50.2,32,36.7
,,,333,350,273,252,355,304,132,221,71,329,165,133,266,170,276,331
274,Jacksonville St.,CUSA,101.3,105,48.2,50.5,20.3,18.2,33.8,25.3,37.2,34.9,69.1,70.8,48.3,49.4,32.2,34.9
,,,252,167,274,184,339,101,39,36,69,245,296,109,264,133,264,253
275,Bowling Green,MAC,101.5,107.1,48.1,51.2,16.3,16.1,30.5,25.5,35.1,27.1,71,67.9,50.3,49.1,29.3,36.7
,,,248,215,275,220,124,245,116,42,116,43,230,11,178,116,343,333
276,UTEP,CUSA,98.2,97.7,48.1,51.5,21.2,25.9,29,31,42.8,46.3,68.6,70.7,48.8,53.2,31,32.1
,,,301,37,276,244,349,1,169,276,8,355,304,107,243,305,316,76
277,DePaul,BE,100.9,111.2,48.1,56.5,19.9,14.5,22,32.3,33.5,28.4,73.3,74.5,47,56.1,33.5,38.1
,,,257,297,277,361,329,320,348,321,157,75,119,322,304,358,200,357
278,Grambling St. 16,SWAC,98.8,106.3,48.1,49.7,20,18.8,27.9,32.8,38.8,33.8,70.9,72.8,46.9,48.8,34,34.3
,,,289,190,278,134,332,70,213,330,36,214,231,240,307,101,173,214
279,Cal St. Fullerton,BW,99.3,104.5,48,49.9,18.1,17.9,24.3,29.6,38.6,35.6,71.7,71.8,47.7,51.3,32.2,31.8
,,,283,152,279,145,257,118,309,211,38,260,200,171,283,223,266,58
280,Eastern Michigan,MAC,96.4,110.5,47.9,52,17,15.7,27.6,31.2,25,31.5,67.2,68.8,48.7,54.7,30.8,31.9
,,,324,281,280,264,182,274,223,287,350,143,325,29,250,342,322,61
281,New Hampshire,AE,97.8,106.7,47.9,50.5,16.6,16.4,23.5,25.5,29.8,27.5,74.3,73,48.1,53.5,31.8,30.5
,,,309,199,281,185,153,216,329,47,264,55,88,251,271,314,285,20
282,Maine,AE,95.7,102,47.8,49.9,16.7,19.2,23,27.8,30,32.1,72.2,68.4,49.3,50.6,29.7,32.3
,,,330,110,282,146,164,54,337,122,259,167,175,21,222,186,334,83
283,UCF,B12,106.5,95.1,47.8,47.9,18,20.4,32.9,26.9,37.2,39.5,70.1,72.9,47.5,45.9,32.2,34
,,,152,17,283,46,244,28,61,90,68,318,266,245,288,23,261,193
284,Boston University,Pat,98,108.2,47.8,50,17.7,16.9,26.6,23,30.2,36.2,72.3,69,46.8,48.7,32.8,34.6
,,,304,231,284,152,216,182,261,4,255,274,162,32,311,98,236,241
285,Rider,MAAC,102.2,106.8,47.7,49.2,17.9,16,31.4,29,31.9,36.5,75.3,69.5,46.6,47.7,33.7,34.4
,,,233,204,285,104,237,254,100,180,203,280,53,50,316,69,193,226
286,Northwestern St.,Slnd,97.1,111.1,47.7,51.9,19.3,18.5,29.8,34.1,36.7,41.4,66.2,70.2,48,53.8,31.3,32.6
,,,315,293,286,258,319,87,143,348,82,333,340,80,274,321,304,101
287,Illinois St.,MVC,102.2,104.8,47.7,50.9,17.1,16.4,28.9,26,36.1,27.2,71.7,73.5,50.4,52.3,28.8,32.5
,,,230,160,287,200,184,218,170,57,92,45,201,279,173,272,348,96
288,Notre Dame,ACC,102.4,98.4,47.6,48.2,19.1,15.2,28.4,26.7,27.9,27.4,74.4,71.8,47.5,47.8,31.8,32.5
,,,224,45,288,60,311,298,190,81,309,54,81,168,287,70,287,95
289,East Carolina,Amer,104.9,105.2,47.6,51.3,16.3,18.7,32.7,31,34,32.7,68.7,75.4,48.1,52.5,31.2,33.1
,,,184,172,289,232,132,71,71,275,144,184,302,342,272,284,308,129
290,Dartmouth,Ivy,93.5,109.5,47.6,54.2,19.4,13.4,20.7,24.5,27.8,24.4,67.5,70.2,48.2,53.2,31.2,37
,,,345,256,290,339,320,346,356,20,313,12,319,79,270,306,312,342
291,Old Dominion,SB,98,108.3,47.6,51.3,15,18,25.2,31.2,27.1,39.7,66.2,72.3,47.5,50,31.8,35.5
,,,305,234,291,233,55,111,295,288,330,320,338,203,289,160,282,289
292,Central Arkansas,ASun,96.6,114.1,47.5,54,18.1,15.4,28.3,31.4,29.3,33.7,75.1,72.7,45.2,51.9,34.2,37.9
,,,321,345,292,334,262,290,194,296,276,212,62,230,342,249,163,353
293,Florida A&M,SWAC,92.1,109.9,47.5,51.8,21.4,16.3,26.3,31.7,28,39.2,69.3,67.3,46,51.1,34.1,35.3
,,,353,267,293,253,353,227,270,306,307,313,291,6,329,213,169,276
294,Morgan St.,MEAC,96.5,113.7,47.4,52,20.2,18.2,29.5,37.2,31.3,41.4,75.8,69.2,49.3,51.6,28.2,35.3
,,,322,342,294,265,338,100,148,360,226,334,40,39,224,236,357,278
295,Bethune Cookman,SWAC,97.2,108.6,47.3,50.1,19.5,21.9,29.2,33.2,38.2,49.2,75.8,71,47,49.5,32,34.1
,,,314,242,295,159,324,12,159,336,47,361,39,115,301,142,275,201
296,Towson,CAA,102.4,100.5,47.3,48.3,19.2,16.9,39.8,27.2,34.7,31.7,65.9,69.6,46.4,47.4,32.8,33.3
,,,226,82,296,66,314,183,2,100,127,150,342,57,319,58,237,139
297,Buffalo,MAC,95,114.1,47.3,53.9,20,15.1,28.3,30.6,26,28.7,71.1,72.4,51.6,53.5,27.5,36.5
,,,336,346,297,331,331,302,193,258,342,83,227,210,127,313,361,327
298,Arizona St.,P12,103.3,99.4,47.3,51.7,14.8,19.4,21.8,29.7,33.1,31.2,65.5,70.8,48.6,52.2,30.1,34
,,,218,62,298,251,44,46,351,215,164,136,347,110,256,266,327,195
299,Detroit,Horz,96.8,116.1,47.3,55.9,19.4,17.3,25.9,35.2,30.3,31.9,73.5,78,50.4,56.1,28.1,37.1
,,,318,354,299,359,322,152,281,354,253,159,114,359,174,357,358,346
300,St. Francis PA,NEC,93.4,118,47.2,53,21.2,17.1,32.9,31.3,32.6,35.4,60.6,70.3,45.7,52.9,33.2,35.4
,,,347,359,300,309,350,164,60,292,184,259,361,84,335,298,212,282
301,SIU Edwardsville,OVC,100.1,110.1,47.2,51.1,15.6,17.4,30.1,28.2,31.9,37.2,72.7,71.8,46.2,49.2,32.5,36.2
,,,267,273,301,215,80,142,128,140,204,287,144,170,325,122,250,322
302,Loyola MD,Pat,93.7,112.3,47.2,53.3,20.4,15.6,29.2,26.4,30,32.6,64.2,69.7,46.1,53.3,32.7,35.6
,,,344,321,302,319,340,279,158,69,260,182,352,60,327,308,243,293
303,Manhattan,MAAC,95,112.1,47.2,53.1,19.2,16.9,24.8,30.1,22.1,27.3,72.2,73.6,47.4,52.2,31.3,36.7
,,,335,320,303,315,316,184,299,224,361,51,176,283,292,267,305,332
304,Abilene Christian,WAC,100.8,104.7,47.1,51.6,17.7,20.2,25.9,30.4,37.9,39.9,73.1,69.1,45.7,53,34.1,32.5
,,,258,155,304,247,223,32,282,243,54,323,132,36,333,302,164,93
305,Texas St.,SB,99.2,102.1,47.1,49.7,19.9,18.6,31.2,29.4,37.8,38.3,69.4,72.5,47.1,50.6,31.4,32.1
,,,285,113,305,135,328,78,103,201,56,299,288,221,296,189,299,75
306,Fairleigh Dickinson,NEC,95.8,112.8,47.1,52.9,17.2,19,27.8,31.2,34.9,32,69.6,69,46.7,52.4,31.8,35.7
,,,327,331,306,308,195,58,219,286,124,163,284,34,312,280,280,302
307,Utah Valley,WAC,98.5,99.5,47.1,48,18.1,18.1,28.5,27.2,35.4,36,67.2,69.3,48.9,47.6,28.5,32.6
,,,295,67,307,53,251,108,188,101,103,270,323,42,241,63,352,102
308,Army,Pat,90.6,109.2,47.1,50.3,18.9,16.6,27,25.5,25.4,31.6,59.8,70.6,46.5,50.6,31.8,33.2
,,,356,246,308,168,299,202,248,43,345,149,362,102,318,190,284,135
309,Jackson St.,SWAC,100.1,111.6,47,52.6,19,19,34.9,32,34.7,34.5,70.4,71.7,46.2,52.4,32.5,35.2
,,,269,309,309,295,306,60,25,314,130,234,260,164,323,281,248,268
310,Cal Baptist,WAC,101.6,106.4,47,49.2,17.6,15.3,32.7,24.9,36.8,30.3,68.7,72,45.7,48.4,32.9,34.3
,,,244,195,310,105,213,294,70,28,75,119,301,182,334,90,233,216
311,Cal St. Bakersfield,BW,100,106.5,47,50,18.3,18.6,32.9,31.2,32,46.7,72.4,72.8,46.6,49.1,32.1,34.3
,,,271,196,311,153,276,76,63,284,199,357,158,239,315,117,270,219
312,Texas Southern,SWAC,98.4,106.8,46.9,48.3,18.1,17.8,30,30.9,31.1,40.1,72.4,71.2,47.1,48.2,31.1,32.4
,,,297,202,312,67,258,125,131,272,230,324,157,132,297,83,314,89
313,Lafayette,Pat,93.1,106.8,46.9,48.5,17.5,17.4,24.2,29.1,23.9,31.5,68.2,73.7,47,46.6,31.2,34.3
,,,349,205,313,78,208,144,312,189,355,144,310,288,302,35,309,220
314,Houston Christian,Slnd,96.6,119.9,46.9,54,21,13.6,29.7,33.7,36.8,28.6,64,71.6,47.9,55.5,29.5,34
,,,319,361,314,335,344,343,144,342,78,80,353,160,277,351,338,196
315,New Mexico St.,CUSA,99.5,108.2,46.9,50.9,17.7,15.8,25.4,29.6,32.7,44.8,68.4,70.6,47,50,31.2,34.7
,,,281,230,315,201,222,268,291,210,181,349,307,100,303,162,311,244
316,East Tennessee St.,SC,102.1,103.8,46.9,50.9,18.1,18.8,35.1,29.4,33.9,36.7,67.2,69.4,47.1,51.2,31.2,33.7
,,,235,144,316,202,256,69,23,197,146,282,324,46,299,219,307,164
317,Central Michigan,MAC,95.8,103.5,46.8,47.3,17.5,16.2,28.6,30.7,27.4,30.6,66.1,74.4,47.7,47.7,30.1,31.2
,,,326,140,317,37,211,240,182,264,324,127,341,319,282,68,329,37
318,Portland St.,BSky,98.7,104.9,46.8,52,16.4,18.6,29.8,28.3,34.3,34.7,68.8,69.5,45.6,51.1,32.4,35.6
,,,292,166,318,266,138,74,140,144,137,240,299,54,338,214,253,294
319,Marshall,SB,100,106.2,46.8,51.4,16.5,16.2,29.8,27.9,28.8,29.9,70.6,70.4,47.1,49.8,31,36.2
,,,272,189,319,239,145,237,138,128,291,110,250,89,300,150,318,323
320,Maryland,B10,106,94.9,46.7,46.7,17.5,18.8,31.7,29.1,40.8,33.5,72,76.6,48.8,45.7,28.9,32.8
,,,165,15,320,21,207,67,92,184,16,204,186,356,244,19,347,112
321,Hampton,CAA,95.5,111.3,46.7,51.6,17.9,15,27.9,31.9,29.4,29.9,71.4,75.8,46.9,52.1,30.9,33.9
,,,331,304,321,248,239,305,211,313,270,109,217,347,306,261,321,183
322,Stonehill,NEC,90.7,114.4,46.7,52.7,19.5,16.6,22.5,31,22.6,29.4,69.7,73.9,47.9,51.7,30.1,35.9
,,,355,348,322,297,323,204,344,279,358,96,281,303,279,239,328,317
323,Fordham,A10,100.5,102.2,46.7,50.4,18.2,19.7,32.5,27.4,35.1,45.2,66.3,71.6,46.2,48.9,31.5,35.9
,,,262,117,323,178,267,43,73,105,115,353,334,159,324,107,297,315
324,UCLA,P12,108,98.7,46.6,50.1,16.5,18.1,29.9,28.3,35.8,35.8,73.2,69.5,45.2,49.7,33.3,33.7
,,,131,51,324,160,148,106,136,143,98,262,123,51,341,146,207,163
325,Pacific,WCC,94.9,116.7,46.5,56.3,16.9,16.1,18.8,33.2,37.1,36.4,64.6,73.2,46,58.2,31.5,35.7
,,,337,356,325,360,180,246,361,337,73,276,350,264,330,361,298,304
326,Western Illinois,OVC,97.2,104.7,46.5,46.5,20.1,14.2,37.2,28.9,35.6,25.1,62.3,72.4,46,46.8,31.7,30.4
,,,313,154,326,17,336,332,9,174,100,17,358,216,328,42,292,17
327,IUPUI,Horz,92.6,117.1,46.5,58.2,21.3,18.5,30,35.5,33.2,33.4,72.3,73.5,49.5,59,24.7,38
,,,351,358,327,362,352,88,130,356,163,202,168,278,214,362,362,356
328,LIU Brooklyn,NEC,93.1,111.1,46.4,50.8,20.1,15.8,25.5,28.5,31.5,41.1,67.7,69.1,46.3,53,31,31.1
,,,350,294,328,197,335,270,290,158,222,332,317,38,320,301,319,34
329,UC Riverside,BW,103.8,108.2,46.3,52.3,14.3,15.8,29.8,25.3,28.6,34.8,71.4,71.3,44.6,52,32.3,35.3
,,,211,229,329,280,29,263,141,38,296,244,216,137,347,256,257,277
330,Texas A&M Corpus Chris,Slnd,99.7,101.7,46.3,48,17.6,19.8,33.9,25.1,36.3,47.3,71.4,71,47.3,48.8,29.4,31
,,,277,101,330,54,214,39,37,32,84,358,212,121,294,100,339,32
331,Valparaiso,MVC,99.5,109.9,46.2,54.5,15.9,17.3,25.7,30.3,23.3,30.7,72.3,69,45,55,32.1,35.8
,,,279,268,331,348,99,148,287,238,357,131,167,33,344,345,272,309
332,Chicago St.,ind,98.4,108.8,46.1,53.6,20,21.1,32.4,35.3,38.2,36,70.3,68.4,46.9,55.6,29.7,33.3
,,,296,245,332,326,334,20,75,355,49,269,262,22,305,353,333,141
333,Delaware St.,MEAC,94.9,105.2,46.1,50.9,21.1,21.7,33.1,31.5,39.5,36.2,70.9,71.9,46,48.9,31,35.9
,,,338,174,333,203,345,18,56,298,29,272,232,177,331,108,317,316
334,Texas A&M Commerce,Slnd,94.3,112,46,52.4,16.7,18.3,24.3,33.1,30.8,39.2,69.2,71.8,47.6,52.4,29.4,35
,,,341,315,334,284,166,92,310,335,240,312,294,174,285,279,340,261
335,Cal Poly,BW,93.8,112,46,51.5,18.6,17.3,24.3,33.6,31.3,41.9,70.4,74.7,44.1,50.8,33,35.6
,,,342,317,335,245,290,150,311,340,225,337,258,327,352,199,222,292
336,VMI,SC,87.9,110.7,46,54.4,21.2,15.1,23.8,30.6,27.6,30.9,70.2,64.9,46.7,54.5,29.7,36.2
,,,360,285,336,343,348,303,324,259,319,132,264,2,313,339,335,324
337,Middle Tennessee,CUSA,98.3,105.8,46,49.5,20.6,15.8,28.2,30.4,34.9,29.6,70.2,73.4,45.6,49,31.1,33.8
,,,299,184,337,122,341,271,198,241,123,103,263,274,336,111,315,172
338,Temple,Amer,102.3,104.1,46,50.4,14.1,17,28.2,29.7,32.1,36,70.9,72.3,44.9,51.3,31.7,32.6
,,,228,148,338,179,21,165,200,212,196,271,235,202,345,225,290,100
339,Alabama A&M,SWAC,93.3,107.9,45.9,49.1,22.4,19.4,31.8,32.7,47.2,45.2,72.2,74.9,46.9,46.9,28.7,35.2
,,,348,223,339,97,358,48,90,325,2,352,171,330,308,45,350,271
340,Texas A&M 9,SEC,117.6,99.9,45.7,50.5,14.1,16.7,42.2,27.9,38.6,31.9,70.7,71.4,46.8,50.3,29.3,33.8
,,,22,69,340,186,20,189,1,123,39,156,245,143,310,173,342,173
341,South Carolina St.,MEAC,98,108.4,45.7,52.2,21.3,21.8,37.7,31,36.5,49.2,69.6,74,44.5,53.3,32.3,33.6
,,,306,238,341,276,351,14,7,273,83,362,285,308,349,309,256,161
342,Prairie View A&M,SWAC,93.5,112.1,45.6,53.7,17.7,22.6,26.5,35.2,36.9,46.6,71.6,70.3,45.6,54.1,30.4,35.2
,,,346,318,342,328,225,8,265,353,74,356,208,83,337,332,325,270
343,Southern Indiana,OVC,96.6,111.7,45.6,49.5,19.4,16.6,27,28.5,37.6,48.6,74.4,73.9,44.5,49.3,31.6,33.3
,,,320,310,343,123,321,203,254,156,61,360,83,297,348,128,295,140
344,New Orleans,Slnd,97.9,114.7,45.5,54.4,17.3,19.1,28.4,34.9,39.2,38.7,70.8,72.5,45.5,54.9,30.2,35.5
,,,307,349,344,344,202,56,191,352,32,306,241,220,340,343,326,290
345,Vanderbilt,SEC,104.3,106.4,45.4,53,15.3,15.9,28.2,29.3,35.2,29.5,70.9,78.2,47.4,51,28.3,37.4
,,,196,192,345,310,66,259,197,194,110,97,234,361,293,209,356,349
346,Charleston Southern,BSth,93.7,107,45.2,50.9,18.1,13.4,27,29,31.2,33.5,73.2,70.8,44.1,52.3,31.4,31.9
,,,343,209,346,204,255,345,250,181,227,206,126,108,351,277,300,60
347,UT Rio Grande Valley,WAC,94.6,111,45.1,53.1,19,18.9,24.3,33.4,41.2,34.4,71.1,73.2,45.8,54.2,29,33.9
,,,339,290,347,316,308,62,308,338,15,231,228,263,332,333,345,184
348,Wagner 16,NEC,96.1,105.2,45.1,48.8,15.7,16.8,28.8,27.7,26.4,30.2,70,68.6,43.1,51,32.2,30.4
,,,325,175,348,84,85,185,174,114,339,118,269,25,358,210,267,16
349,Southeast Missouri St.,OVC,90.5,112,45.1,52,17.3,17.2,24,29.5,27,44.2,68.4,71,45.1,54,30,31.5
,,,357,316,349,267,200,157,317,208,331,347,308,122,343,328,331,50
350,Eastern Illinois,OVC,95.4,108.7,44.8,52,15.7,19.7,27.5,28,27.2,37.5,73.6,72,43.6,51.1,31.8,35.8
,,,332,243,350,268,86,42,229,132,328,293,109,180,355,215,279,310
351,Louisiana Monroe,SB,100,110.4,44.8,52.6,18.2,17.2,34.1,29,38.4,37.6,66.3,72.9,45.6,51.7,28.5,35.8
,,,274,280,351,296,269,158,34,178,41,294,336,247,339,240,353,311
352,Siena,MAAC,90.3,112.6,44.7,51.8,23.4,14.8,33.2,31.2,30.8,28,66.6,72.7,46.1,51.3,28,35.2
,,,358,328,352,254,361,313,52,283,239,64,330,236,326,224,360,273
353,Saint Peter's 15,MAAC,96.8,101.1,44.6,47.1,19.2,20.4,34.5,29.9,38,42.5,71.8,70.5,42.3,46.6,33.2,32.1
,,,317,93,353,28,315,30,30,217,51,340,195,92,359,36,210,73
354,NJIT,AE,97.6,113.6,44.6,52.4,16.4,16.6,28.3,32.9,31.2,39.7,70.7,69.6,44.7,52.3,29.6,35
,,,312,338,354,285,141,199,196,333,228,319,247,56,346,276,337,260
355,Navy,Pat,95.8,111.2,44,50.3,15.6,20.5,31.8,30.8,34.8,35.7,71.4,72.1,43.8,50.9,29.6,32.9
,,,328,296,355,169,83,27,89,266,126,261,214,189,353,204,336,115
356,North Carolina A&T,CAA,95.1,114,43.9,54.5,13.8,15.9,24.3,34,34,29.5,71.3,68.2,44.4,55.5,28.7,35.2
,,,334,344,356,349,13,256,307,346,145,98,223,18,350,352,351,272
357,Rutgers,B10,98.2,91.9,43.5,47.2,16.6,21.7,30.2,31.3,32.9,34.3,65.8,70,43.7,46,28.7,32.7
,,,300,4,357,33,157,16,124,293,171,230,343,68,354,25,349,108
358,Lindenwood,OVC,91.5,113.5,43.3,53.9,17.9,17.7,23.6,28.7,38.3,40.2,72.8,72.8,43.2,52.5,29,37.6
,,,354,337,358,332,236,131,327,168,45,326,142,238,357,285,346,352
359,Maryland Eastern Shore,MEAC,89.1,109.3,43,50.9,20,18.9,28.8,33.7,32.7,37.8,71.3,69.1,43.3,51.7,28.3,33
,,,359,252,359,205,333,63,176,343,182,295,221,37,356,241,355,125
360,Mississippi Valley St.,SWAC,85.9,115.8,42.5,55.6,24,17.2,27.9,35.7,33,41.6,65.8,71.4,41.9,55.6,29.2,37
,,,361,353,360,357,362,160,215,357,170,336,344,144,361,354,344,343
361,Coppin St.,MEAC,85.2,111.3,42.1,51.3,22.9,21.8,27,38.6,31.1,38.3,72.6,73.9,41.9,51,28.3,34.5
,,,362,303,361,234,360,15,252,362,231,300,150,298,360,211,354,234
362,Alabama St.,SWAC,92.3,104.9,41,49.1,16.3,20,31.7,29.1,28.5,43.4,71.9,73.4,40.4,47.6,28,34.1
,,,352,164,362,98,127,36,93,185,297,345,188,272,362,64,359,202
