RK,TEAM,PAKE,PASE,WINS,LOSS,W%,R64,R32,S16,E8,F4,F2,CHAMP,TOP2,F4%,CHAMP%
54,Butler,-0.7,-0.6,0,1,0,1,0,0,0,0,0,0,0,1.60%,0.20%
55,California,-0.8,-0.9,0,1,0,1,0,0,0,0,0,0,0,1.40%,0.10%
56,BYU,-0.8,-0.7,0,1,0,1,0,0,0,0,0,0,0,2.40%,0.40%
57,Florida St.,-0.8,-1.2,0,1,0,1,0,0,0,0,0,0,0,2.60%,0.30%
58,Utah,-0.9,-1.2,0,1,0,1,0,0,0,0,0,0,0,3.40%,0.30%
59,Memphis,-0.9,-0.3,2,1,0.667,1,1,1,0,0,0,0,1,32.90%,13.20%
60,Clemson,-1,-0.9,0,1,0,1,0,0,0,0,0,0,0,3.60%,0.40%
61,Ohio St.,-1,-0.7,0,1,0,1,0,0,0,0,0,0,0,3.40%,0.30%
62,Wake Forest,-1.1,-1.6,0,1,0,1,0,0,0,0,0,0,0,4.40%,0.40%
63,Illinois,-1.3,-1.2,0,1,0,1,0,0,0,0,0,0,0,4.60%,0.60%
64,West Virginia,-1.7,-1.1,0,1,0,1,0,0,0,0,0,0,0,12.00%,2.20%
