RK,TEAM,PAKE,PASE,WINS,LOSS,W%,R64,R32,S16,E8,F4,F2,CHAMP,TOP2,F4%,CHAMP%
27,Indiana,-0.5,-0.8,12,10,0.545,10,6,3,1,1,1,0,1,58.60%,15.50%
28,Temple,-2.2,-1.9,6,8,0.429,8,4,1,1,0,0,0,1,43.60%,10.40%
29,Michigan,2.7,3.2,10,5,0.667,5,4,2,2,1,1,0,1,40.00%,10.30%
30,Saint Joseph's,-1.9,-2.1,4,5,0.444,5,2,1,1,0,0,0,1,35.90%,9.90%
31,Wichita St.,2,2.1,9,5,0.643,5,4,3,1,1,0,0,1,37.70%,9.80%
32,West Virginia,4.4,4.8,14,8,0.636,8,6,5,2,1,0,0,1,46.60%,9.60%
33,Wake Forest,-3.5,-4.2,6,7,0.462,7,5,1,0,0,0,0,2,48.40%,8.70%
34,Baylor,0.7,0.8,8,5,0.615,5,3,3,2,0,0,0,0,36.10%,8.70%
35,Purdue,1.7,2.9,12,9,0.571,9,8,3,1,0,0,0,0,42.60%,8.40%
36,Missouri,0,0.2,9,9,0.5,9,5,2,2,0,0,0,1,37.50%,7.80%
37,Tennessee,1,1,12,9,0.571,9,6,5,1,0,0,0,2,41.40%,7.60%
38,Marquette,1,0.9,13,10,0.565,10,6,4,2,1,0,0,0,44.90%,7.40%
39,Notre Dame,-2.4,-3.2,9,10,0.474,10,6,2,1,0,0,0,1,41.20%,7.20%
40,San Diego St.,-1.8,-2.1,6,8,0.429,8,4,2,0,0,0,0,1,33.10%,7.00%
41,Texas A&M,-0.4,0.4,6,6,0.5,6,5,1,0,0,0,0,0,30.50%,7.00%
42,Kansas St.,-0.4,-1,6,6,0.5,6,4,1,1,0,0,0,1,32.90%,6.60%
43,LSU,0.6,0.8,7,6,0.538,6,3,2,1,1,0,0,0,31.00%,6.10%
44,Xavier,4,4.8,17,12,0.586,12,9,6,2,0,0,0,0,42.00%,6.10%
45,Georgia Tech,1.3,2,7,5,0.583,5,3,1,1,1,1,0,0,31.60%,5.90%
46,North Carolina St.,0.2,1.8,9,9,0.5,9,6,3,0,0,0,0,0,32.50%,5.80%
47,Washington,0.3,-0.3,8,6,0.571,6,5,3,0,0,0,0,1,34.70%,5.80%
48,Iowa St.,-1.6,-2.3,8,7,0.533,7,5,2,1,0,0,0,2,37.80%,5.60%
49,BYU,-5.2,-4.2,3,10,0.231,10,2,1,0,0,0,0,0,31.80%,5.50%
50,Mississippi St.,-2.7,-2.9,4,6,0.4,6,4,0,0,0,0,0,1,28.60%,4.90%
51,Butler,8.8,9.7,18,10,0.643,10,8,4,2,2,2,0,0,34.70%,4.80%
52,Oregon,2.5,2.5,11,8,0.579,8,6,3,2,0,0,0,1,30.60%,4.30%
53,Utah,-1.4,-0.9,5,7,0.417,7,3,2,0,0,0,0,0,26.20%,4.10%
54,Tulsa,1.9,3.1,5,4,0.556,4,3,1,1,0,0,0,0,13.20%,3.20%
55,Miami FL,0.5,-0.4,5,4,0.556,4,3,2,0,0,0,0,1,20.60%,2.90%
56,Boston College,-0.9,-2.4,6,7,0.462,7,5,1,0,0,0,0,0,20.30%,2.60%
57,Washington St.,-0.4,-0.4,3,2,0.6,2,2,1,0,0,0,0,0,18.60%,2.30%
58,Southern Illinois,-0.2,0,5,6,0.455,6,3,2,0,0,0,0,0,16.50%,2.20%
59,Davidson,-0.5,0.8,3,7,0.3,7,1,1,1,0,0,0,0,10.40%,2.20%
60,Vanderbilt,-0.8,-2.5,5,6,0.455,6,3,2,0,0,0,0,0,17.10%,2.20%
61,Creighton,-3.4,-3.5,4,9,0.308,9,4,0,0,0,0,0,0,19.60%,2.20%
62,Clemson,-4,-3.5,0,4,0,4,0,0,0,0,0,0,0,14.10%,2.00%
63,VCU,1.4,1.1,7,8,0.467,8,4,1,1,1,0,0,0,15.60%,2.00%
64,Alabama,-0.7,-1,5,6,0.455,6,3,1,1,0,0,0,1,17.00%,2.00%
65,Iowa,-2,-2.3,2,4,0.333,4,2,0,0,0,0,0,0,13.70%,1.90%
66,New Mexico,-3.1,-4.3,2,5,0.286,5,2,0,0,0,0,0,0,18.00%,1.80%
67,USC,0.7,0.6,6,5,0.545,5,3,2,1,0,0,0,0,16.40%,1.80%
68,Northern Iowa,-1,-0.7,3,6,0.333,6,2,1,0,0,0,0,0,14.00%,1.80%
69,Saint Louis,-0.6,-0.9,3,4,0.429,4,3,0,0,0,0,0,0,11.30%,1.70%
70,Utah St.,-3.4,-2.4,1,8,0.111,8,1,0,0,0,0,0,0,11.90%,1.60%
71,Arizona St.,-0.8,-0.3,2,3,0.4,3,2,0,0,0,0,0,0,9.90%,1.60%
72,Florida St.,-0.8,-1.2,3,4,0.429,4,2,1,0,0,0,0,0,12.90%,1.30%
73,Arkansas,-3.3,-2.5,2,6,0.25,6,2,0,0,0,0,0,0,12.70%,1.30%
74,Nevada,0.6,0.7,4,4,0.5,4,3,1,0,0,0,0,0,11.20%,1.30%
75,Kent St.,1.4,2,4,4,0.5,4,2,1,1,0,0,0,0,7.80%,1.20%
76,California,-1.5,-1.5,4,7,0.364,7,4,0,0,0,0,0,0,13.60%,1.20%
77,George Mason,2.5,3,5,4,0.556,4,2,1,1,1,0,0,0,9.10%,1.20%
78,UNLV,-1.5,-2.9,3,7,0.3,7,2,1,0,0,0,0,0,10.20%,1.00%
79,Drake,-1.3,-1.2,0,1,0,1,0,0,0,0,0,0,0,7.60%,0.90%
80,Texas Tech,-0.5,-0.5,3,4,0.429,4,2,1,0,0,0,0,0,9.90%,0.90%
81,Providence,-3.5,-3.5,0,4,0,4,0,0,0,0,0,0,0,10.70%,0.90%
82,Minnesota,-1.8,-1.6,1,4,0.2,4,1,0,0,0,0,0,0,7.60%,0.80%
83,Saint Mary's,-1.5,-1.4,2,5,0.286,5,1,1,0,0,0,0,0,7.40%,0.80%
84,Georgia,-2.5,-3,1,5,0.167,5,1,0,0,0,0,0,0,9.20%,0.80%
85,Mississippi,-0.4,-0.6,3,4,0.429,4,2,1,0,0,0,0,0,8.50%,0.60%
86,Belmont,-2.1,-1.5,0,7,0,7,0,0,0,0,0,0,0,5.70%,0.50%
87,St. John's,-2,-3.6,1,4,0.2,4,1,0,0,0,0,0,1,8.10%,0.50%
88,Richmond,0,0,2,3,0.4,3,1,1,0,0,0,0,0,4.90%,0.40%
89,UNC Wilmington,-0.9,-0.6,1,4,0.2,4,1,0,0,0,0,0,0,5.20%,0.40%
90,Old Dominion,-1.2,-1.3,1,4,0.2,4,1,0,0,0,0,0,0,5.40%,0.40%
91,UTEP,-1.6,-1.4,0,3,0,3,0,0,0,0,0,0,0,4.10%,0.30%
92,South Florida,0.1,0.5,1,1,0.5,1,1,0,0,0,0,0,0,3.50%,0.30%
93,Seton Hall,1.2,1.1,3,3,0.5,3,2,1,0,0,0,0,0,2.90%,0.30%
94,George Washington,-1.3,-1.5,1,4,0.2,4,1,0,0,0,0,0,0,4.60%,0.30%
95,Dayton,1.6,0.3,5,6,0.455,6,3,1,1,0,0,0,0,5.30%,0.30%
96,Murray St.,-0.7,-0.1,2,5,0.286,5,2,0,0,0,0,0,0,5.70%,0.30%
97,Milwaukee,1.2,1.2,3,4,0.429,4,2,1,0,0,0,0,0,3.10%,0.30%
98,UAB,1.9,2,4,4,0.5,4,3,1,0,0,0,0,0,3.50%,0.20%
99,SMU,-1,-1.1,0,1,0,1,0,0,0,0,0,0,0,3.10%,0.20%
100,Charlotte,-1,-1.7,1,4,0.2,4,1,0,0,0,0,0,0,2.90%,0.20%
101,Colorado St.,-0.2,-0.5,1,3,0.25,3,1,0,0,0,0,0,0,1.90%,0.20%
102,Bradley,1.4,1.8,2,1,0.667,1,1,1,0,0,0,0,0,2.50%,0.20%
103,Harvard,0.2,0.6,2,4,0.333,4,2,0,0,0,0,0,0,3.70%,0.20%
104,Virginia Tech,0.2,-0.2,1,1,0.5,1,1,0,0,0,0,0,0,2.00%,0.20%
105,Long Beach St.,-0.9,-1,0,2,0,2,0,0,0,0,0,0,0,1.70%,0.20%
106,Bucknell,0.4,0.4,2,4,0.333,4,2,0,0,0,0,0,0,2.80%,0.20%
107,Colorado,-1.2,-1.6,1,4,0.2,4,1,0,0,0,0,0,0,4.90%,0.20%
108,Pacific,0.4,0.4,2,4,0.333,4,2,0,0,0,0,0,0,3.00%,0.20%
109,Auburn,1.6,1.5,3,2,0.6,2,2,1,0,0,0,0,0,2.60%,0.20%
110,Cornell,1.1,1.2,2,3,0.4,3,1,1,0,0,0,0,0,2.00%,0.10%
111,Penn St.,0.6,0.5,2,2,0.5,2,1,1,0,0,0,0,0,2.60%,0.10%
112,DePaul,-0.3,-0.5,1,2,0.333,2,1,0,0,0,0,0,0,2.00%,0.10%
113,Fresno St.,0.1,-0.2,1,2,0.333,2,1,0,0,0,0,0,0,1.90%,0.10%
114,Hawaii,-0.9,-1.1,0,2,0,2,0,0,0,0,0,0,0,1.20%,0.10%
115,Ohio,1.9,2.3,3,3,0.5,3,2,1,0,0,0,0,0,1.80%,0.10%
116,Winthrop,-0.6,-0.3,1,6,0.143,6,1,0,0,0,0,0,0,2.00%,0.10%
117,Valparaiso,-1.5,-0.8,0,5,0,5,0,0,0,0,0,0,0,1.60%,0.10%
118,Air Force,-0.8,-0.9,0,2,0,2,0,0,0,0,0,0,0,1.90%,0.10%
119,Cleveland St.,0.4,0.8,1,1,0.5,1,1,0,0,0,0,0,0,1.20%,0.10%
120,Pepperdine,-0.1,-0.3,1,2,0.333,2,1,0,0,0,0,0,0,1.90%,0.10%
121,St. Bonaventure,-0.9,-0.7,0,2,0,2,0,0,0,0,0,0,0,1.10%,0.10%
122,Penn,-2.2,-2,0,6,0,6,0,0,0,0,0,0,0,2.80%,0.10%
123,Manhattan,-0.1,0.1,1,3,0.25,3,1,0,0,0,0,0,0,1.70%,0.10%
124,Nebraska,-0.6,-0.6,0,1,0,1,0,0,0,0,0,0,0,1.30%,0.10%
125,Western Kentucky,0.7,0.9,3,7,0.3,7,2,1,0,0,0,0,0,3.70%,0.10%
126,Western Michigan,-0.8,-0.8,0,2,0,2,0,0,0,0,0,0,0,1.50%,0.10%
127,Albany,-0.8,-0.5,0,5,0,5,0,0,0,0,0,0,0,0.20%,0.00%
128,San Diego,0.2,0.5,1,2,0.333,2,1,0,0,0,0,0,0,0.60%,0.00%
129,Wyoming,0.4,-0.1,1,2,0.333,2,1,0,0,0,0,0,0,0.50%,0.00%
130,UC Santa Barbara,-0.6,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.20%,0.00%
131,Arkansas Pine Bluff,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
132,Portland St.,-0.3,-0.3,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
133,La Salle,1.5,1.8,2,1,0.667,1,1,1,0,0,0,0,0,0.80%,0.00%
134,Central Michigan,0.5,0.4,1,1,0.5,1,1,0,0,0,0,0,0,0.40%,0.00%
135,Wright St.,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
136,UC Irvine,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
137,Fairleigh Dickinson,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
138,Cal St. Fullerton,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
139,Illinois Chicago,-0.5,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.70%,0.00%
140,Central Connecticut,-0.3,-0.3,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
141,Coastal Carolina,-0.1,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
142,South Dakota St.,-0.5,-0.4,0,2,0,2,0,0,0,0,0,0,0,1.10%,0.00%
143,Boston University,-0.2,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
144,North Carolina A&T,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
145,Northeastern,-0.1,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
146,Wofford,-1.2,-1,0,4,0,4,0,0,0,0,0,0,0,0.90%,0.00%
147,Robert Morris,-0.2,-0.2,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
148,Florida Atlantic,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
149,UMBC,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
150,Cal Poly,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
151,Delaware St.,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
152,Norfolk St.,0.9,0.9,1,1,0.5,1,1,0,0,0,0,0,0,0.00%,0.00%
153,Loyola MD,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
154,Chattanooga,-0.1,-0.1,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
155,Liberty,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
156,Cal St. Northridge,-0.3,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.10%,0.00%
157,Hofstra,-0.5,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.30%,0.00%
158,Siena,0.4,0.9,2,4,0.333,4,2,0,0,0,0,0,0,1.80%,0.00%
159,Southern Utah,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
160,Northern Colorado,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
161,Florida A&M,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
162,LIU Brooklyn,-0.3,-0.1,0,2,0,2,0,0,0,0,0,0,0,0.10%,0.00%
163,Massachusetts,-0.4,-1.1,0,1,0,1,0,0,0,0,0,0,0,0.50%,0.00%
164,Niagara,-0.3,-0.2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
165,Troy St.,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
166,Mount St. Mary's,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
167,McNeese St.,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
168,Oral Roberts,-0.8,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.60%,0.00%
169,Sam Houston St.,-0.3,-0.3,0,2,0,2,0,0,0,0,0,0,0,0.20%,0.00%
170,East Tennessee St.,-0.7,-0.4,0,4,0,4,0,0,0,0,0,0,0,0.60%,0.00%
171,Eastern Illinois,0,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
172,Buffalo,-0.6,-0.5,0,1,0,1,0,0,0,0,0,0,0,0.50%,0.00%
173,Texas A&M Corpus Chris,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
174,Florida Gulf Coast,1.8,1.9,2,1,0.667,1,1,1,0,0,0,0,0,0.10%,0.00%
175,Monmouth,-0.2,-0.1,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
176,Iona,-0.8,-0.7,0,4,0,4,0,0,0,0,0,0,0,0.70%,0.00%
177,Jackson St.,0,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
178,Samford,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
179,Weber St.,-0.5,-0.6,0,3,0,3,0,0,0,0,0,0,0,0.40%,0.00%
180,North Carolina Central,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.30%,0.00%
181,Wagner,0,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
182,Appalachian St.,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
183,Lamar,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
184,North Dakota St.,0.1,0.2,1,3,0.25,3,1,0,0,0,0,0,0,1.00%,0.00%
185,Delaware,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
186,Northwestern St.,0.6,0.7,1,3,0.25,3,1,0,0,0,0,0,0,0.20%,0.00%
187,UTSA,-0.1,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
188,Miami OH,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
189,UNC Asheville,-0.2,0,0,3,0,3,0,0,0,0,0,0,0,0.10%,0.00%
190,Stephen F. Austin,0,-0.2,1,3,0.25,3,1,0,0,0,0,0,0,1.40%,0.00%
191,Holy Cross,-0.9,-0.5,0,4,0,4,0,0,0,0,0,0,0,0.70%,0.00%
192,Southern,-0.2,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
193,Southern Miss,-0.4,-0.6,0,1,0,1,0,0,0,0,0,0,0,0.30%,0.00%
194,Eastern Washington,-0.3,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
195,Binghamton,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
196,Akron,-0.8,-0.9,0,3,0,3,0,0,0,0,0,0,0,0.50%,0.00%
197,Georgia St.,1.3,1.2,2,2,0.5,2,2,0,0,0,0,0,0,0.30%,0.00%
198,Louisiana Lafayette,-1,-0.8,0,4,0,4,0,0,0,0,0,0,0,1.10%,0.00%
199,Detroit,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
200,American,-0.5,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.20%,0.00%
201,Texas Southern,0,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
202,Indiana St.,0.3,0.1,1,3,0.25,3,1,0,0,0,0,0,0,0.40%,0.00%
203,Morehead St.,0.7,0.7,1,2,0.333,2,1,0,0,0,0,0,0,0.10%,0.00%
204,Radford,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
205,North Texas,-0.2,-0.2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
206,Mercer,0.8,0.8,1,1,0.5,1,1,0,0,0,0,0,0,0.10%,0.00%
207,Morgan St.,-0.2,-0.2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
208,South Alabama,-0.6,-0.8,0,2,0,2,0,0,0,0,0,0,0,0.60%,0.00%
209,Southeastern Louisiana,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
210,Eastern Kentucky,-0.3,-0.2,0,3,0,3,0,0,0,0,0,0,0,0.10%,0.00%
211,James Madison,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
212,Saint Peter's,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
213,Princeton,-0.5,-0.5,0,3,0,3,0,0,0,0,0,0,0,0.10%,0.00%
214,South Carolina St.,0,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
215,UCF,-0.2,-0.3,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
216,Lehigh,0.5,0.9,1,2,0.333,2,1,0,0,0,0,0,0,0.60%,0.00%
217,Mississippi Valley St.,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
218,South Carolina,-0.6,-0.6,0,1,0,1,0,0,0,0,0,0,0,0.80%,0.00%
219,UNC Greensboro,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
220,Vermont,0.2,0.6,1,5,0.167,5,1,0,0,0,0,0,0,0.80%,0.00%
221,Northern Arizona,-0.3,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
222,Lafayette,-0.1,-0.1,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
223,Houston,-0.3,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
224,Hampton,0.6,0.8,1,4,0.2,4,1,0,0,0,0,0,0,0.10%,0.00%
225,UT Arlington,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
226,Alabama St.,0,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
227,New Mexico St.,-1.8,-1.6,0,6,0,6,0,0,0,0,0,0,0,1.30%,0.00%
228,Southeast Missouri St.,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
229,Austin Peay,-0.3,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
230,IUPUI,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
231,Montana,-0.3,-0.3,1,6,0.143,6,1,0,0,0,0,0,0,0.80%,0.00%
232,Ball St.,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,0.40%,0.00%
233,Oakland,-0.5,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.60%,0.00%
234,Boise St.,-0.1,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
