RK,TEAM,PAKE,PASE,WINS,LOSS,W%,R64,R32,S16,E8,F4,F2,CHAMP,TOP2,F4%,CHAMP%
69,North Dakota St.,0.1,0.2,1,3,0.25,3,1,0,0,0,0,0,0,1.00%,0.00%
70,South Florida,0.1,0.5,1,1,0.5,1,1,0,0,0,0,0,0,3.50%,0.30%
71,USC,0.1,-0.2,6,6,0.5,6,3,2,1,0,0,0,0,17.00%,1.80%
72,Indiana,0,0,14,11,0.56,11,7,4,1,1,1,0,1,62.20%,16.70%
73,Arkansas Pine Bluff,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
74,Fairleigh Dickinson,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
75,Texas Southern,0,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
76,North Carolina A&T,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
77,Delaware St.,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
78,Liberty,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
79,Florida A&M,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
80,Wagner,0,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
81,UT Arlington,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
82,Radford,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
83,Mississippi Valley St.,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
84,Richmond,0,0,2,3,0.4,3,1,1,0,0,0,0,0,4.90%,0.40%
85,South Carolina St.,0,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
86,Alabama St.,0,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
87,Jackson St.,0,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
88,Lamar,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
89,UNC Greensboro,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
90,Missouri,0,0.2,9,9,0.5,9,5,2,2,0,0,0,1,37.50%,7.80%
91,Eastern Illinois,0,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
92,Pepperdine,-0.1,-0.3,1,2,0.333,2,1,0,0,0,0,0,0,1.90%,0.10%
93,Lafayette,-0.1,-0.1,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
94,Manhattan,-0.1,0.1,1,3,0.25,3,1,0,0,0,0,0,0,1.70%,0.10%
95,Coastal Carolina,-0.1,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
96,Northeastern,-0.1,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
97,Florida Atlantic,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
98,UMBC,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
99,Cal Poly,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
100,Loyola MD,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
101,Northern Colorado,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
102,Mount St. Mary's,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
103,UTSA,-0.1,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
104,Binghamton,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
105,Detroit,-0.1,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
106,James Madison,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
107,IUPUI,-0.1,0,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
108,Boise St.,-0.1,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
109,Samford,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
110,Appalachian St.,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
111,Southern Illinois,-0.2,0,5,6,0.455,6,3,2,0,0,0,0,0,16.50%,2.20%
112,Texas A&M,-0.2,0.5,8,7,0.533,7,6,2,0,0,0,0,0,40.30%,8.50%
113,Wright St.,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
114,UC Irvine,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
115,Cal St. Fullerton,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
116,Boston University,-0.2,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
117,Colorado St.,-0.2,-0.5,1,3,0.25,3,1,0,0,0,0,0,0,1.90%,0.20%
118,Robert Morris,-0.2,-0.2,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
119,Cal St. Bakersfield,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.40%,0.00%
120,Texas A&M Corpus Chris,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
121,Delaware,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
122,Southern,-0.2,0,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
123,Green Bay,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
124,North Texas,-0.2,-0.2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
125,Morgan St.,-0.2,-0.2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
126,Southeastern Louisiana,-0.2,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
127,Stony Brook,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
128,Saint Peter's,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
129,UCF,-0.2,-0.3,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
130,Southeast Missouri St.,-0.2,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
131,Southern Utah,-0.2,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
132,Monmouth,-0.2,-0.1,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
133,Northern Arizona,-0.3,-0.1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
134,Fresno St.,-0.3,-0.4,1,3,0.25,3,1,0,0,0,0,0,0,2.10%,0.10%
135,DePaul,-0.3,-0.5,1,2,0.333,2,1,0,0,0,0,0,0,2.00%,0.10%
136,Troy St.,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
137,McNeese St.,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
138,North Carolina Central,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.30%,0.00%
139,Miami OH,-0.3,-0.2,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
140,Houston,-0.3,-0.3,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
141,Portland St.,-0.3,-0.3,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
142,LIU Brooklyn,-0.3,-0.1,0,2,0,2,0,0,0,0,0,0,0,0.10%,0.00%
143,Niagara,-0.3,-0.2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
144,Sam Houston St.,-0.3,-0.3,0,2,0,2,0,0,0,0,0,0,0,0.20%,0.00%
145,UNC Asheville,-0.3,-0.1,0,4,0,4,0,0,0,0,0,0,0,0.10%,0.00%
146,Eastern Washington,-0.3,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
147,Austin Peay,-0.3,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
148,Eastern Kentucky,-0.3,-0.2,0,3,0,3,0,0,0,0,0,0,0,0.10%,0.00%
149,Chattanooga,-0.3,-0.6,0,3,0,3,0,0,0,0,0,0,0,0.10%,0.00%
150,Montana,-0.3,-0.3,1,6,0.143,6,1,0,0,0,0,0,0,0.80%,0.00%
151,Central Connecticut,-0.3,-0.3,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
152,Cal St. Northridge,-0.3,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.10%,0.00%
153,Mississippi,-0.4,-0.6,3,4,0.429,4,2,1,0,0,0,0,0,8.50%,0.60%
154,Baylor,-0.4,-0.4,8,6,0.571,6,3,3,2,0,0,0,0,39.90%,9.10%
155,Washington St.,-0.4,-0.4,3,2,0.6,2,2,1,0,0,0,0,0,18.60%,2.30%
156,Massachusetts,-0.4,-1.1,0,1,0,1,0,0,0,0,0,0,0,0.50%,0.00%
157,Southern Miss,-0.4,-0.6,0,1,0,1,0,0,0,0,0,0,0,0.30%,0.00%
158,Kansas St.,-0.4,-1,6,6,0.5,6,4,1,1,0,0,0,1,32.90%,6.60%
159,Notre Dame,-0.4,-1.3,12,11,0.522,11,7,3,2,0,0,0,1,42.80%,7.40%
160,Princeton,-0.5,-0.5,0,3,0,3,0,0,0,0,0,0,0,0.10%,0.00%
161,Oklahoma,-0.5,-2.3,19,12,0.613,12,8,5,4,2,0,0,4,78.00%,22.10%
162,Illinois Chicago,-0.5,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.70%,0.00%
163,Davidson,-0.5,0.8,3,7,0.3,7,1,1,1,0,0,0,0,10.40%,2.20%
164,Oregon St.,-0.5,-0.9,0,1,0,1,0,0,0,0,0,0,0,1.00%,0.00%
165,Oakland,-0.5,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.60%,0.00%
166,American,-0.5,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.20%,0.00%
167,Ball St.,-0.5,-0.6,0,1,0,1,0,0,0,0,0,0,0,0.40%,0.00%
168,Hofstra,-0.5,-0.4,0,2,0,2,0,0,0,0,0,0,0,0.30%,0.00%
169,Hawaii,-0.5,-0.4,1,3,0.25,3,1,0,0,0,0,0,0,1.80%,0.10%
170,Saint Louis,-0.6,-0.9,3,4,0.429,4,3,0,0,0,0,0,0,11.30%,1.70%
171,Winthrop,-0.6,-0.3,1,6,0.143,6,1,0,0,0,0,0,0,2.00%,0.10%
172,Northern Iowa,-0.6,-0.3,4,7,0.364,7,3,1,0,0,0,0,0,15.00%,1.80%
173,South Carolina,-0.6,-0.6,0,1,0,1,0,0,0,0,0,0,0,0.80%,0.00%
174,Nebraska,-0.6,-0.6,0,1,0,1,0,0,0,0,0,0,0,1.30%,0.10%
175,UC Santa Barbara,-0.6,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.20%,0.00%
176,South Alabama,-0.6,-0.8,0,2,0,2,0,0,0,0,0,0,0,0.60%,0.00%
177,East Tennessee St.,-0.7,-0.4,0,4,0,4,0,0,0,0,0,0,0,0.60%,0.00%
178,Weber St.,-0.7,-0.7,0,4,0,4,0,0,0,0,0,0,0,0.40%,0.00%
179,Murray St.,-0.7,-0.1,2,5,0.286,5,2,0,0,0,0,0,0,5.70%,0.30%
180,Alabama,-0.7,-1,5,6,0.455,6,3,1,1,0,0,0,1,17.00%,2.00%
181,Albany,-0.8,-0.5,0,5,0,5,0,0,0,0,0,0,0,0.20%,0.00%
182,Oral Roberts,-0.8,-0.4,0,3,0,3,0,0,0,0,0,0,0,0.60%,0.00%
183,Buffalo,-0.8,-0.7,0,2,0,2,0,0,0,0,0,0,0,0.50%,0.00%
184,Florida St.,-0.8,-1.2,3,4,0.429,4,2,1,0,0,0,0,0,12.90%,1.30%
185,Air Force,-0.8,-0.9,0,2,0,2,0,0,0,0,0,0,0,1.90%,0.10%
186,Vanderbilt,-0.8,-2.5,5,6,0.455,6,3,2,0,0,0,0,0,17.10%,2.20%
187,Akron,-0.8,-0.9,0,3,0,3,0,0,0,0,0,0,0,0.50%,0.00%
188,Arizona St.,-0.8,-0.3,2,3,0.4,3,2,0,0,0,0,0,0,9.90%,1.60%
189,Western Michigan,-0.8,-0.8,0,2,0,2,0,0,0,0,0,0,0,1.50%,0.10%
190,Duke,-0.8,-3.2,42,14,0.75,17,14,13,5,4,3,3,13,99.80%,84.80%
191,Long Beach St.,-0.9,-1,0,2,0,2,0,0,0,0,0,0,0,1.70%,0.20%
192,South Dakota St.,-0.9,-0.9,0,3,0,3,0,0,0,0,0,0,0,1.40%,0.00%
193,Holy Cross,-0.9,-0.5,0,5,0,5,0,0,0,0,0,0,0,0.70%,0.00%
194,St. Bonaventure,-0.9,-0.7,0,2,0,2,0,0,0,0,0,0,0,1.10%,0.10%
195,Boston College,-0.9,-2.4,6,7,0.462,7,5,1,0,0,0,0,0,20.30%,2.60%
196,Louisiana Lafayette,-1,-0.8,0,4,0,4,0,0,0,0,0,0,0,1.10%,0.00%
197,SMU,-1,-1.1,0,1,0,1,0,0,0,0,0,0,0,3.10%,0.20%
198,Texas Tech,-1,-1.2,3,5,0.375,5,2,1,0,0,0,0,0,10.70%,0.90%
199,Charlotte,-1,-1.7,1,4,0.2,4,1,0,0,0,0,0,0,2.90%,0.20%
200,Iowa St.,-1.1,-1.8,10,8,0.556,8,6,3,1,0,0,0,2,42.60%,6.70%
201,Iona,-1.1,-0.9,0,5,0,5,0,0,0,0,0,0,0,0.90%,0.00%
202,Old Dominion,-1.2,-1.3,1,4,0.2,4,1,0,0,0,0,0,0,5.40%,0.40%
203,Wofford,-1.2,-1,0,4,0,4,0,0,0,0,0,0,0,0.90%,0.00%
204,UNC Wilmington,-1.3,-0.9,1,5,0.167,5,1,0,0,0,0,0,0,5.90%,0.40%
205,George Washington,-1.3,-1.5,1,4,0.2,4,1,0,0,0,0,0,0,4.60%,0.30%
206,Drake,-1.3,-1.2,0,1,0,1,0,0,0,0,0,0,0,7.60%,0.90%
207,Utah,-1.5,-1.7,6,8,0.429,8,4,2,0,0,0,0,0,28.30%,4.30%
208,Saint Mary's,-1.5,-1.4,2,5,0.286,5,1,1,0,0,0,0,0,7.40%,0.80%
209,UNLV,-1.5,-2.9,3,7,0.3,7,2,1,0,0,0,0,0,10.20%,1.00%
210,Valparaiso,-1.5,-0.8,0,5,0,5,0,0,0,0,0,0,0,1.60%,0.10%
211,UTEP,-1.6,-1.4,0,3,0,3,0,0,0,0,0,0,0,4.10%,0.30%
212,Colorado,-1.6,-2.3,1,5,0.167,5,1,0,0,0,0,0,0,5.20%,0.20%
213,Oklahoma St.,-1.7,-2.1,11,11,0.5,11,5,3,2,1,0,0,2,53.80%,16.10%
214,Saint Joseph's,-1.7,-1.8,5,6,0.455,6,3,1,1,0,0,0,1,38.10%,10.00%
215,Minnesota,-1.8,-1.6,1,4,0.2,4,1,0,0,0,0,0,0,7.60%,0.80%
216,San Diego St.,-1.8,-2.1,6,8,0.429,8,4,2,0,0,0,0,1,33.10%,7.00%
217,New Mexico St.,-1.8,-1.6,0,6,0,6,0,0,0,0,0,0,0,1.30%,0.00%
218,Iowa,-2,-2.2,3,5,0.375,5,3,0,0,0,0,0,0,16.00%,2.30%
219,Illinois,-2,-0.1,17,11,0.607,11,9,4,2,1,1,0,2,85.90%,43.60%
220,St. John's,-2,-3.6,1,4,0.2,4,1,0,0,0,0,0,1,8.10%,0.50%
221,Belmont,-2.1,-1.5,0,7,0,7,0,0,0,0,0,0,0,5.70%,0.50%
222,Penn,-2.2,-2,0,6,0,6,0,0,0,0,0,0,0,2.80%,0.10%
223,Temple,-2.5,-2.6,6,9,0.4,9,4,1,1,0,0,0,1,43.60%,10.40%
224,Georgia,-2.5,-3,1,5,0.167,5,1,0,0,0,0,0,0,9.20%,0.80%
225,California,-2.6,-3.1,4,8,0.333,8,4,0,0,0,0,0,0,15.90%,1.60%
226,Mississippi St.,-2.7,-2.9,4,6,0.4,6,4,0,0,0,0,0,1,28.60%,4.90%
227,Georgetown,-2.7,-3.8,11,9,0.55,9,6,3,1,1,0,0,3,62.80%,19.00%
228,Ohio St.,-3.1,-2.8,20,12,0.625,12,9,5,3,2,1,0,6,91.10%,51.70%
229,New Mexico,-3.1,-4.3,2,5,0.286,5,2,0,0,0,0,0,0,18.00%,1.80%
230,Providence,-3.2,-3.1,1,5,0.167,5,1,0,0,0,0,0,0,12.10%,1.00%
231,Arkansas,-3.3,-2.5,2,6,0.25,6,2,0,0,0,0,0,0,12.70%,1.30%
232,Creighton,-3.4,-3.5,4,9,0.308,9,4,0,0,0,0,0,0,19.60%,2.20%
233,Stanford,-3.4,-5,11,9,0.55,9,7,3,1,0,0,0,3,78.60%,33.00%
234,Texas,-3.4,-2.8,19,16,0.543,16,10,5,3,1,0,0,3,79.50%,25.40%
235,Utah St.,-3.4,-2.4,1,8,0.111,8,1,0,0,0,0,0,0,11.90%,1.60%
236,Wake Forest,-3.5,-4.2,6,7,0.462,7,5,1,0,0,0,0,2,48.40%,8.70%
237,Clemson,-4,-3.5,0,4,0,4,0,0,0,0,0,0,0,14.10%,2.00%
238,Cincinnati,-4.8,-5.2,10,12,0.455,12,8,2,0,0,0,0,2,68.00%,24.80%
239,Virginia,-4.9,-5.2,7,6,0.538,6,4,2,1,0,0,0,3,76.10%,29.50%
240,BYU,-5.2,-4.2,3,10,0.231,10,2,1,0,0,0,0,0,31.80%,5.50%
241,Pittsburgh,-6.7,-5.6,16,13,0.552,13,10,5,1,0,0,0,3,88.00%,42.60%
